CodFuncionario;Genero;Faixa Etária;Tipo de Trabalho;Unidades;Centro de Custo;Data de Contratação;Situação;Tipo Pagamento;Motivo Demissão; Salário 
19704;Feminino;49;Tempo Parcial;Nova Iguaçu - RJ;Financeiro;01/06/2015;Ativo;Mensalista;Pedido de Demissão; R$ 2.915,85 
1050;Masculino;18;Tempo Integral;Macaé - RJ;Financeiro;14/06/2015;Ativo;Mensalista;Sem Justa Causa; R$ 6.933,71 
18512;Feminino;56;Tempo Integral;Três Rios - RJ;Operacional;28/06/2015;Ativo;Mensalista;Pedido de Demissão; R$ 3.709,07 
22870;Masculino;44;Tempo Integral;Petrópolis - RJ;Operacional;12/07/2015;Inativo;Mensalista;Sem Justa Causa; R$ 7.547,71 
28816;Feminino;46;Tempo Integral;Três Rios - RJ;Operacional;26/07/2015;Ativo;Mensalista;Sem Justa Causa; R$ 4.843,12 
30332;Feminino;63;Tempo Integral;Nova Iguaçu - RJ;Financeiro;29/07/2015;Ativo;Mensalista;Sem Justa Causa; R$ 9.228,08 
30430;Masculino;46;Tempo Integral;Macaé - RJ;RH;30/08/2015;Inativo;Mensalista;Sem Justa Causa; R$ 3.122,41 
31320;Feminino;45;Contrato;Três Rios - RJ;Pesquisa;30/08/2015;Ativo;Horista;Sem Justa Causa; R$ 7.055,82 
17602;Feminino;21;Tempo Integral;Macaé - RJ;Financeiro;31/08/2015;Inativo;Mensalista;Pedido de Demissão; R$ 9.121,84 
25694;Feminino;40;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;09/09/2015;Ativo;Mensalista;Sem Justa Causa; R$ 2.769,70 
33636;Feminino;21;Tempo Integral;Petrópolis - RJ;Gerente Executivo;14/09/2015;Ativo;Mensalista;Sem Justa Causa; R$ 7.140,50 
16666;Masculino;45;Tempo Parcial;Arraial do Cabo - RJ;Vendas e Marketing;26/10/2015;Inativo;Mensalista;Pedido de Demissão; R$ 2.626,95 
33256;Feminino;44;Tempo Integral;Três Rios - RJ;TI;15/11/2015;Ativo;Horista;Sem Justa Causa; R$ 3.732,01 
17330;Feminino;19;Tempo Integral;Macaé - RJ;RH;18/01/2016;Ativo;Mensalista;Pedido de Demissão; R$ 9.608,03 
21106;Masculino;50;Tempo Parcial;Macaé - RJ;Jurídico;25/01/2016;Ativo;Mensalista;Pedido de Demissão; R$ 5.983,83 
25330;Masculino;60;Tempo Parcial;Nova Iguaçu - RJ;Manutenção;21/02/2016;Ativo;Horista;Sem Justa Causa; R$ 3.298,79 
30246;Feminino;62;Tempo Parcial;Macaé - RJ;TI;28/02/2016;Inativo;Mensalista;Sem Justa Causa; R$ 6.641,80 
22778;Masculino;39;Tempo Integral;Macaé - RJ;Vendas e Marketing;09/03/2016;Inativo;Mensalista;Sem Justa Causa; R$ 8.663,90 
33552;Masculino;45;Tempo Integral;Angra dos Reis - RJ;Operacional;29/03/2016;Ativo;Horista;Sem Justa Causa; R$ 6.237,02 
17000;Feminino;32;Contrato;Petrópolis - RJ;Manutenção;14/04/2016;Inativo;Mensalista;Pedido de Demissão; R$ 6.264,74 
24916;Feminino;56;Tempo Integral;Niterói - RJ;TI;14/06/2016;Ativo;Mensalista;Sem Justa Causa; R$ 6.940,01 
22830;Masculino;25;Tempo Integral;Petrópolis - RJ;Operacional;22/08/2016;Inativo;Mensalista;Sem Justa Causa; R$ 5.553,99 
6310;Masculino;28;Contrato;Macaé - RJ;TI;23/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.257,19 
2590;Masculino;29;Tempo Integral;Macaé - RJ;Operacional;08/09/2016;Inativo;Mensalista;Sem Justa Causa; R$ 3.656,86 
21718;Feminino;63;Tempo Integral;Nova Iguaçu - RJ;TI;11/09/2016;Ativo;Mensalista;Pedido de Demissão; R$ 9.823,67 
24104;Masculino;22;Contrato;Petrópolis - RJ;Pesquisa;27/09/2016;Ativo;Mensalista;Sem Justa Causa; R$ 8.163,05 
28446;Masculino;51;Tempo Parcial;Três Rios - RJ;Financeiro;04/10/2016;Inativo;Mensalista;Sem Justa Causa; R$ 6.912,91 
6214;Feminino;50;Tempo Integral;Macaé - RJ;Manutenção;05/10/2016;Ativo;Mensalista;Sem Justa Causa; R$ 3.988,90 
5728;Feminino;35;Tempo Integral;Macaé - RJ;Pesquisa;13/12/2016;Ativo;Mensalista;Sem Justa Causa; R$ 7.670,38 
29618;Masculino;32;Tempo Integral;Petrópolis - RJ;RH;14/02/2020;Ativo;Horista;Sem Justa Causa; R$ 3.524,22 
22844;Feminino;66;Tempo Parcial;Nova Iguaçu - RJ;Vendas e Marketing;01/03/2020;Ativo;Horista;Sem Justa Causa; R$ 5.700,59 
18592;Feminino;32;Tempo Integral;Niterói - RJ;Financeiro;30/03/2020;Inativo;Horista;Pedido de Demissão; R$ 6.874,64 
5814;Masculino;34;Contrato;Nova Iguaçu - RJ;Jurídico;23/04/2020;Ativo;Horista;Sem Justa Causa; R$ 8.456,79 
26932;Feminino;37;Contrato;Macaé - RJ;Operacional;02/05/2020;Ativo;Mensalista;Sem Justa Causa; R$ 9.915,58 
33248;Masculino;49;Contrato;Niterói - RJ;RH;07/05/2020;Inativo;Mensalista;Sem Justa Causa; R$ 9.628,28 
25328;Feminino;50;Contrato;Niterói - RJ;TI;15/05/2020;Ativo;Mensalista;Sem Justa Causa; R$ 4.543,19 
29116;Feminino;58;Tempo Integral;Nova Iguaçu - RJ;Gerente Executivo;10/06/2020;Ativo;Mensalista;Sem Justa Causa; R$ 3.288,50 
8730;Feminino;64;Tempo Integral;Angra dos Reis - RJ;Pesquisa;29/06/2020;Inativo;Mensalista;Pedido de Demissão; R$ 6.930,62 
33602;Feminino;39;Tempo Integral;Macaé - RJ;TI;24/07/2020;Ativo;Mensalista;Sem Justa Causa; R$ 7.427,06 
2578;Masculino;27;Tempo Parcial;Petrópolis - RJ;TI;21/08/2020;Ativo;Mensalista;Sem Justa Causa; R$ 3.029,48 
32990;Feminino;26;Tempo Integral;Angra dos Reis - RJ;RH;28/08/2020;Ativo;Horista;Sem Justa Causa; R$ 9.792,89 
16872;Masculino;25;Tempo Integral;Arraial do Cabo - RJ;Manutenção;29/08/2020;Inativo;Mensalista;Pedido de Demissão; R$ 9.809,79 
21206;Masculino;21;Tempo Integral;Três Rios - RJ;RH;29/08/2020;Inativo;Mensalista;Pedido de Demissão; R$ 5.681,91 
30440;Masculino;58;Tempo Integral;Niterói - RJ;Jurídico;05/09/2020;Inativo;Mensalista;Sem Justa Causa; R$ 2.581,10 
16758;Feminino;43;Tempo Integral;Macaé - RJ;RH;11/09/2020;Inativo;Mensalista;Pedido de Demissão; R$ 6.407,31 
33202;Feminino;50;Tempo Integral;Macaé - RJ;Operacional;18/09/2020;Ativo;Mensalista;Sem Justa Causa; R$ 9.631,58 
24918;Feminino;18;Tempo Integral;Niterói - RJ;Manutenção;20/09/2020;Ativo;Mensalista;Sem Justa Causa; R$ 7.920,18 
24604;Feminino;38;Tempo Integral;Macaé - RJ;Manutenção;25/09/2020;Ativo;Mensalista;Sem Justa Causa; R$ 9.592,39 
2622;Masculino;58;Tempo Integral;Macaé - RJ;TI;08/10/2020;Inativo;Mensalista;Sem Justa Causa; R$ 9.324,81 
33898;Feminino;37;Tempo Integral;Macaé - RJ;Gerente Executivo;22/10/2020;Ativo;Mensalista;Pedido de Demissão; R$ 5.061,30 
28620;Feminino;36;Tempo Parcial;Macaé - RJ;TI;24/10/2020;Ativo;Mensalista;Sem Justa Causa; R$ 3.858,85 
6346;Masculino;36;Tempo Integral;Macaé - RJ;Operacional;24/10/2020;Ativo;Horista;Sem Justa Causa; R$ 9.540,84 
18916;Feminino;53;Tempo Parcial;Petrópolis - RJ;Jurídico;06/11/2020;Ativo;Mensalista;Pedido de Demissão; R$ 8.422,88 
33010;Masculino;52;Tempo Integral;Três Rios - RJ;TI;08/01/2013;Inativo;Horista;Sem Justa Causa; R$ 3.720,93 
33628;Masculino;29;Tempo Parcial;Petrópolis - RJ;Financeiro;29/01/2013;Ativo;Mensalista;Sem Justa Causa; R$ 9.623,03 
26316;Masculino;62;Tempo Integral;Niterói - RJ;Vendas e Marketing;30/01/2013;Ativo;Horista;Sem Justa Causa; R$ 5.892,02 
33808;Masculino;28;Tempo Integral;Petrópolis - RJ;Jurídico;12/02/2013;Inativo;Mensalista;Pedido de Demissão; R$ 4.426,82 
16998;Masculino;58;Tempo Integral;Três Rios - RJ;RH;20/02/2013;Ativo;Mensalista;Pedido de Demissão; R$ 6.354,16 
33678;Masculino;28;Tempo Integral;Três Rios - RJ;Financeiro;08/03/2013;Inativo;Horista;Sem Justa Causa; R$ 8.121,53 
8250;Masculino;35;Tempo Integral;Três Rios - RJ;Pesquisa;12/03/2013;Inativo;Mensalista;Pedido de Demissão; R$ 5.202,11 
8264;Feminino;19;Tempo Parcial;Petrópolis - RJ;Gerente Executivo;12/03/2013;Ativo;Mensalista;Pedido de Demissão; R$ 6.283,29 
26298;Feminino;21;Tempo Parcial;Macaé - RJ;Vendas e Marketing;13/03/2013;Ativo;Mensalista;Sem Justa Causa; R$ 8.675,09 
25456;Feminino;70;Contrato;Arraial do Cabo - RJ;Operacional;09/04/2013;Inativo;Mensalista;Sem Justa Causa; R$ 7.797,99 
25648;Feminino;24;Tempo Integral;Nova Iguaçu - RJ;Pesquisa;11/04/2013;Ativo;Horista;Sem Justa Causa; R$ 4.502,00 
6220;Masculino;60;Tempo Integral;Macaé - RJ;Pesquisa;20/06/2013;Ativo;Mensalista;Sem Justa Causa; R$ 8.827,08 
33586;Feminino;27;Tempo Parcial;Três Rios - RJ;Financeiro;25/06/2013;Ativo;Mensalista;Sem Justa Causa; R$ 4.377,01 
27006;Feminino;24;Tempo Integral;Três Rios - RJ;Operacional;28/06/2013;Inativo;Mensalista;Sem Justa Causa; R$ 3.411,88 
19182;Feminino;63;Tempo Integral;Petrópolis - RJ;Financeiro;11/07/2013;Ativo;Mensalista;Pedido de Demissão; R$ 7.030,52 
26410;Masculino;55;Tempo Integral;Macaé - RJ;Financeiro;16/07/2013;Inativo;Horista;Sem Justa Causa; R$ 2.641,75 
24678;Feminino;66;Contrato;Três Rios - RJ;TI;23/07/2013;Ativo;Mensalista;Sem Justa Causa; R$ 3.246,85 
29614;Masculino;64;Tempo Parcial;Três Rios - RJ;Gerente Executivo;24/07/2013;Inativo;Mensalista;Sem Justa Causa; R$ 9.025,88 
33822;Feminino;33;Tempo Parcial;Petrópolis - RJ;Manutenção;24/07/2013;Ativo;Mensalista;Pedido de Demissão; R$ 3.037,03 
28516;Feminino;22;Tempo Integral;Angra dos Reis - RJ;Financeiro;31/07/2013;Ativo;Mensalista;Sem Justa Causa; R$ 9.173,02 
4650;Feminino;34;Tempo Parcial;Niterói - RJ;Operacional;07/08/2013;Ativo;Horista;Sem Justa Causa; R$ 5.114,96 
19932;Masculino;20;Tempo Integral;Angra dos Reis - RJ;RH;14/08/2013;Ativo;Mensalista;Pedido de Demissão; R$ 9.547,47 
1406;Feminino;22;Tempo Parcial;Macaé - RJ;Manutenção;18/08/2013;Inativo;Mensalista;Sem Justa Causa; R$ 2.919,70 
33926;Feminino;21;Tempo Integral;Macaé - RJ;Financeiro;27/08/2013;Inativo;Mensalista;Pedido de Demissão; R$ 8.168,59 
1950;Masculino;69;Tempo Integral;Nova Iguaçu - RJ;Operacional;27/08/2013;Inativo;Mensalista;Sem Justa Causa; R$ 4.160,80 
20732;Masculino;70;Tempo Integral;Macaé - RJ;RH;28/08/2013;Inativo;Mensalista;Pedido de Demissão; R$ 9.058,43 
33520;Feminino;56;Tempo Integral;Petrópolis - RJ;TI;28/08/2013;Ativo;Mensalista;Sem Justa Causa; R$ 4.755,79 
2234;Feminino;35;Tempo Parcial;Macaé - RJ;Manutenção;10/09/2013;Inativo;Mensalista;Sem Justa Causa; R$ 9.312,05 
31242;Feminino;62;Tempo Integral;Petrópolis - RJ;Manutenção;10/09/2013;Ativo;Mensalista;Sem Justa Causa; R$ 4.009,20 
16772;Masculino;36;Tempo Integral;Macaé - RJ;Gerente Executivo;16/10/2013;Ativo;Horista;Pedido de Demissão; R$ 5.728,18 
22798;Masculino;58;Tempo Integral;Macaé - RJ;TI;16/10/2013;Ativo;Mensalista;Sem Justa Causa; R$ 4.191,79 
2034;Masculino;54;Tempo Integral;Angra dos Reis - RJ;RH;21/10/2013;Ativo;Mensalista;Sem Justa Causa; R$ 7.926,30 
22952;Masculino;66;Tempo Integral;Três Rios - RJ;Gerente Executivo;22/10/2013;Ativo;Mensalista;Sem Justa Causa; R$ 4.258,46 
33394;Masculino;63;Tempo Integral;Angra dos Reis - RJ;RH;27/10/2013;Inativo;Mensalista;Sem Justa Causa; R$ 9.518,39 
33398;Masculino;25;Tempo Parcial;Arraial do Cabo - RJ;RH;30/10/2013;Ativo;Mensalista;Sem Justa Causa; R$ 8.901,72 
24218;Feminino;22;Tempo Integral;Resende - RJ;Operacional;05/11/2013;Ativo;Mensalista;Sem Justa Causa; R$ 2.595,12 
1214;Masculino;41;Tempo Integral;Três Rios - RJ;Vendas e Marketing;06/11/2013;Ativo;Mensalista;Sem Justa Causa; R$ 9.771,89 
27384;Feminino;49;Tempo Integral;Niterói - RJ;Financeiro;07/11/2013;Inativo;Horista;Sem Justa Causa; R$ 6.683,31 
4192;Masculino;36;Tempo Parcial;Macaé - RJ;Financeiro;09/11/2013;Inativo;Mensalista;Sem Justa Causa; R$ 5.644,71 
25636;Feminino;62;Tempo Parcial;Petrópolis - RJ;Gerente Executivo;12/11/2013;Ativo;Mensalista;Sem Justa Causa; R$ 8.383,29 
28582;Feminino;69;Tempo Parcial;Petrópolis - RJ;Vendas e Marketing;20/11/2013;Inativo;Horista;Sem Justa Causa; R$ 6.275,40 
25698;Masculino;64;Tempo Parcial;Niterói - RJ;Operacional;21/11/2013;Inativo;Mensalista;Sem Justa Causa; R$ 6.785,74 
33428;Feminino;48;Tempo Integral;Petrópolis - RJ;Jurídico;21/11/2013;Inativo;Mensalista;Sem Justa Causa; R$ 4.514,26 
30398;Masculino;48;Tempo Integral;Macaé - RJ;Manutenção;12/12/2013;Ativo;Horista;Sem Justa Causa; R$ 3.447,09 
18436;Masculino;68;Tempo Integral;Petrópolis - RJ;Financeiro;21/01/2014;Ativo;Mensalista;Pedido de Demissão; R$ 9.167,32 
6124;Feminino;59;Tempo Integral;Macaé - RJ;Jurídico;29/01/2014;Inativo;Mensalista;Sem Justa Causa; R$ 6.477,17 
30250;Masculino;46;Contrato;Macaé - RJ;Operacional;13/02/2014;Inativo;Mensalista;Sem Justa Causa; R$ 9.840,69 
8810;Masculino;41;Tempo Integral;Niterói - RJ;Vendas e Marketing;25/02/2014;Ativo;Mensalista;Pedido de Demissão; R$ 8.144,53 
8630;Feminino;30;Tempo Parcial;Macaé - RJ;TI;12/03/2014;Inativo;Mensalista;Pedido de Demissão; R$ 9.440,63 
29476;Feminino;57;Tempo Parcial;Macaé - RJ;Manutenção;13/03/2014;Ativo;Mensalista;Sem Justa Causa; R$ 7.129,63 
20796;Masculino;61;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;07/04/2014;Inativo;Horista;Sem Justa Causa; R$ 2.889,25 
31796;Masculino;68;Tempo Integral;Petrópolis - RJ;TI;11/04/2014;Inativo;Mensalista;Sem Justa Causa; R$ 9.700,68 
31860;Masculino;39;Tempo Parcial;Petrópolis - RJ;Gerente Executivo;14/04/2014;Ativo;Mensalista;Sem Justa Causa; R$ 5.696,95 
25436;Feminino;19;Tempo Integral;Macaé - RJ;Vendas e Marketing;14/04/2014;Ativo;Mensalista;Sem Justa Causa; R$ 5.301,82 
8744;Masculino;58;Tempo Integral;Angra dos Reis - RJ;Gerente Executivo;28/04/2014;Ativo;Mensalista;Pedido de Demissão; R$ 3.407,86 
9738;Masculino;53;Tempo Integral;Três Rios - RJ;RH;13/05/2014;Ativo;Mensalista;Pedido de Demissão; R$ 7.130,40 
19678;Masculino;39;Tempo Parcial;Três Rios - RJ;Manutenção;28/05/2014;Ativo;Mensalista;Pedido de Demissão; R$ 4.885,66 
33266;Masculino;30;Tempo Integral;Macaé - RJ;Gerente Executivo;02/06/2014;Ativo;Mensalista;Sem Justa Causa; R$ 4.503,98 
20892;Masculino;20;Tempo Integral;Arraial do Cabo - RJ;Manutenção;16/06/2014;Inativo;Mensalista;Pedido de Demissão; R$ 5.921,45 
17686;Feminino;64;Tempo Integral;Três Rios - RJ;Manutenção;17/06/2014;Inativo;Mensalista;Sem Justa Causa; R$ 2.945,67 
3888;Masculino;38;Tempo Integral;Macaé - RJ;RH;18/06/2014;Ativo;Mensalista;Sem Justa Causa; R$ 5.941,38 
20314;Masculino;64;Tempo Integral;Nova Iguaçu - RJ;Financeiro;26/06/2014;Inativo;Horista;Pedido de Demissão; R$ 5.198,69 
33242;Masculino;30;Contrato;Niterói - RJ;Operacional;01/07/2014;Ativo;Mensalista;Sem Justa Causa; R$ 7.874,14 
25214;Feminino;33;Tempo Integral;Angra dos Reis - RJ;RH;01/07/2014;Ativo;Mensalista;Sem Justa Causa; R$ 8.844,06 
28646;Masculino;63;Tempo Integral;Macaé - RJ;Manutenção;07/07/2014;Inativo;Mensalista;Sem Justa Causa; R$ 4.585,77 
31884;Feminino;27;Tempo Integral;Três Rios - RJ;Gerente Executivo;15/07/2014;Ativo;Mensalista;Sem Justa Causa; R$ 7.073,96 
33430;Feminino;70;Tempo Integral;Macaé - RJ;Manutenção;21/07/2014;Ativo;Mensalista;Sem Justa Causa; R$ 6.537,60 
24970;Feminino;28;Tempo Parcial;Angra dos Reis - RJ;Financeiro;25/07/2014;Inativo;Mensalista;Sem Justa Causa; R$ 3.091,32 
2196;Feminino;54;Contrato;Três Rios - RJ;RH;28/07/2014;Inativo;Mensalista;Sem Justa Causa; R$ 6.242,51 
26318;Masculino;68;Tempo Integral;Macaé - RJ;Operacional;07/08/2014;Inativo;Mensalista;Sem Justa Causa; R$ 8.821,94 
28790;Feminino;33;Tempo Parcial;Macaé - RJ;Manutenção;07/08/2014;Ativo;Horista;Sem Justa Causa; R$ 3.461,06 
2274;Feminino;67;Tempo Integral;Arraial do Cabo - RJ;Gerente Executivo;12/08/2014;Inativo;Mensalista;Sem Justa Causa; R$ 8.831,18 
33426;Feminino;28;Tempo Integral;Macaé - RJ;Manutenção;25/08/2014;Inativo;Horista;Sem Justa Causa; R$ 4.922,74 
18508;Feminino;37;Tempo Integral;Niterói - RJ;RH;27/08/2014;Inativo;Mensalista;Pedido de Demissão; R$ 5.172,70 
8656;Masculino;28;Tempo Parcial;Macaé - RJ;Operacional;29/08/2014;Inativo;Mensalista;Pedido de Demissão; R$ 8.128,92 
20710;Masculino;54;Tempo Integral;Três Rios - RJ;RH;09/09/2014;Ativo;Horista;Pedido de Demissão; R$ 5.417,33 
6860;Masculino;68;Tempo Integral;Arraial do Cabo - RJ;Gerente Executivo;17/09/2014;Ativo;Mensalista;Sem Justa Causa; R$ 5.672,03 
25920;Feminino;57;Contrato;Arraial do Cabo - RJ;Pesquisa;22/09/2014;Ativo;Mensalista;Sem Justa Causa; R$ 7.780,80 
952;Feminino;65;Tempo Integral;Petrópolis - RJ;RH;23/09/2014;Inativo;Mensalista;Sem Justa Causa; R$ 6.326,72 
9556;Feminino;38;Tempo Integral;Angra dos Reis - RJ;Operacional;29/09/2014;Inativo;Mensalista;Pedido de Demissão; R$ 6.440,27 
20848;Masculino;28;Tempo Integral;Resende - RJ;Pesquisa;09/10/2014;Inativo;Mensalista;Pedido de Demissão; R$ 8.710,17 
29316;Masculino;50;Contrato;Arraial do Cabo - RJ;RH;13/10/2014;Inativo;Mensalista;Sem Justa Causa; R$ 7.842,94 
22580;Masculino;44;Tempo Parcial;Petrópolis - RJ;Pesquisa;27/10/2014;Ativo;Mensalista;Sem Justa Causa; R$ 4.033,21 
19248;Masculino;47;Tempo Integral;Nova Iguaçu - RJ;Operacional;28/10/2014;Inativo;Mensalista;Pedido de Demissão; R$ 8.416,51 
23626;Masculino;36;Tempo Integral;Macaé - RJ;Operacional;04/11/2014;Inativo;Mensalista;Sem Justa Causa; R$ 7.912,86 
700;Feminino;59;Tempo Parcial;Macaé - RJ;RH;05/11/2014;Ativo;Mensalista;Sem Justa Causa; R$ 8.026,39 
33918;Masculino;55;Tempo Integral;Angra dos Reis - RJ;RH;11/11/2014;Inativo;Mensalista;Pedido de Demissão; R$ 9.663,93 
21244;Masculino;69;Contrato;Macaé - RJ;Vendas e Marketing;13/11/2014;Ativo;Mensalista;Pedido de Demissão; R$ 8.090,67 
25978;Feminino;19;Tempo Integral;Angra dos Reis - RJ;Manutenção;13/11/2014;Ativo;Mensalista;Sem Justa Causa; R$ 7.297,37 
27266;Masculino;65;Contrato;Niterói - RJ;Gerente Executivo;18/11/2014;Inativo;Mensalista;Sem Justa Causa; R$ 5.071,65 
28800;Feminino;54;Tempo Integral;Macaé - RJ;Operacional;18/11/2014;Ativo;Mensalista;Sem Justa Causa; R$ 2.878,63 
23074;Feminino;52;Tempo Integral;Macaé - RJ;Gerente Executivo;18/11/2014;Ativo;Mensalista;Sem Justa Causa; R$ 4.870,26 
3060;Masculino;29;Tempo Integral;Macaé - RJ;RH;24/11/2014;Inativo;Mensalista;Sem Justa Causa; R$ 6.002,39 
27664;Feminino;28;Tempo Integral;Macaé - RJ;Gerente Executivo;24/11/2014;Inativo;Mensalista;Sem Justa Causa; R$ 6.158,80 
33752;Masculino;19;Tempo Parcial;Nova Iguaçu - RJ;Operacional;30/11/2014;Ativo;Mensalista;Sem Justa Causa; R$ 9.992,49 
29272;Feminino;44;Contrato;Macaé - RJ;Operacional;28/01/2015;Inativo;Mensalista;Sem Justa Causa; R$ 3.038,86 
6410;Feminino;38;Tempo Parcial;Macaé - RJ;Jurídico;29/01/2015;Ativo;Mensalista;Sem Justa Causa; R$ 3.275,64 
18924;Feminino;23;Contrato;Nova Iguaçu - RJ;Operacional;10/02/2015;Ativo;Mensalista;Pedido de Demissão; R$ 9.151,90 
33218;Masculino;37;Tempo Parcial;Macaé - RJ;Manutenção;18/02/2015;Inativo;Mensalista;Sem Justa Causa; R$ 7.878,66 
26294;Feminino;45;Tempo Parcial;Nova Iguaçu - RJ;Manutenção;04/03/2015;Ativo;Mensalista;Sem Justa Causa; R$ 2.948,98 
27086;Feminino;64;Contrato;Niterói - RJ;Financeiro;05/03/2015;Ativo;Mensalista;Sem Justa Causa; R$ 3.757,48 
29702;Masculino;60;Tempo Parcial;Três Rios - RJ;Gerente Executivo;05/03/2015;Ativo;Mensalista;Sem Justa Causa; R$ 6.783,04 
24746;Masculino;29;Contrato;Petrópolis - RJ;Operacional;17/03/2015;Ativo;Mensalista;Sem Justa Causa; R$ 4.689,48 
27216;Feminino;31;Tempo Integral;Macaé - RJ;RH;24/03/2015;Inativo;Mensalista;Sem Justa Causa; R$ 6.573,22 
12880;Feminino;51;Contrato;Arraial do Cabo - RJ;Gerente Executivo;25/03/2015;Inativo;Mensalista;Pedido de Demissão; R$ 5.697,27 
17194;Feminino;66;Tempo Parcial;Angra dos Reis - RJ;Manutenção;30/03/2015;Ativo;Mensalista;Pedido de Demissão; R$ 4.533,93 
25222;Feminino;69;Tempo Parcial;Três Rios - RJ;Gerente Executivo;01/04/2015;Ativo;Mensalista;Sem Justa Causa; R$ 7.116,62 
2452;Masculino;40;Tempo Integral;Angra dos Reis - RJ;Manutenção;06/04/2015;Ativo;Horista;Sem Justa Causa; R$ 6.543,78 
2492;Feminino;33;Contrato;Macaé - RJ;Pesquisa;08/04/2015;Ativo;Mensalista;Sem Justa Causa; R$ 2.578,61 
28690;Feminino;51;Tempo Parcial;Niterói - RJ;Gerente Executivo;08/04/2015;Ativo;Mensalista;Sem Justa Causa; R$ 8.215,00 
25968;Masculino;67;Tempo Integral;Arraial do Cabo - RJ;Operacional;08/04/2015;Ativo;Horista;Sem Justa Causa; R$ 7.032,24 
18532;Feminino;53;Contrato;Macaé - RJ;Gerente Executivo;13/04/2015;Inativo;Mensalista;Pedido de Demissão; R$ 9.364,87 
29680;Feminino;54;Tempo Integral;Macaé - RJ;Jurídico;05/05/2015;Ativo;Horista;Sem Justa Causa; R$ 4.784,48 
11076;Masculino;39;Tempo Parcial;Petrópolis - RJ;Vendas e Marketing;05/05/2015;Ativo;Horista;Pedido de Demissão; R$ 5.102,52 
28402;Feminino;35;Tempo Integral;Três Rios - RJ;Vendas e Marketing;08/05/2015;Ativo;Mensalista;Sem Justa Causa; R$ 6.829,82 
29910;Feminino;28;Tempo Parcial;Petrópolis - RJ;Gerente Executivo;11/05/2015;Ativo;Horista;Sem Justa Causa; R$ 8.447,18 
33018;Masculino;66;Tempo Integral;Macaé - RJ;TI;12/05/2015;Ativo;Mensalista;Sem Justa Causa; R$ 8.095,11 
24860;Feminino;40;Tempo Integral;Petrópolis - RJ;Gerente Executivo;18/05/2015;Ativo;Mensalista;Sem Justa Causa; R$ 8.965,20 
32476;Feminino;51;Tempo Parcial;Macaé - RJ;TI;26/05/2015;Inativo;Mensalista;Sem Justa Causa; R$ 4.011,76 
30412;Masculino;27;Tempo Parcial;Nova Iguaçu - RJ;Pesquisa;26/05/2015;Inativo;Horista;Sem Justa Causa; R$ 2.797,61 
31562;Masculino;19;Tempo Integral;Petrópolis - RJ;TI;02/06/2015;Ativo;Mensalista;Sem Justa Causa; R$ 7.026,02 
30978;Feminino;30;Tempo Parcial;Macaé - RJ;Manutenção;05/06/2015;Inativo;Horista;Sem Justa Causa; R$ 7.687,88 
29100;Feminino;61;Contrato;Macaé - RJ;Gerente Executivo;09/06/2015;Ativo;Mensalista;Sem Justa Causa; R$ 7.862,77 
24760;Feminino;52;Tempo Parcial;Macaé - RJ;Vendas e Marketing;15/06/2015;Inativo;Mensalista;Sem Justa Causa; R$ 5.501,43 
26296;Masculino;45;Tempo Parcial;Macaé - RJ;TI;16/06/2015;Ativo;Mensalista;Sem Justa Causa; R$ 8.057,92 
27144;Masculino;31;Tempo Parcial;Angra dos Reis - RJ;TI;23/06/2015;Ativo;Mensalista;Sem Justa Causa; R$ 8.524,16 
23336;Feminino;46;Tempo Integral;Três Rios - RJ;RH;30/06/2015;Ativo;Horista;Sem Justa Causa; R$ 8.534,49 
16836;Feminino;62;Tempo Integral;Macaé - RJ;Operacional;07/07/2015;Inativo;Mensalista;Pedido de Demissão; R$ 2.587,52 
25254;Feminino;69;Tempo Integral;Macaé - RJ;Operacional;21/07/2015;Inativo;Mensalista;Sem Justa Causa; R$ 5.340,16 
24906;Feminino;55;Tempo Integral;Nova Iguaçu - RJ;Operacional;22/07/2015;Inativo;Horista;Sem Justa Causa; R$ 9.498,01 
29852;Feminino;46;Contrato;Macaé - RJ;Pesquisa;28/07/2015;Inativo;Mensalista;Sem Justa Causa; R$ 3.746,93 
30340;Feminino;24;Tempo Integral;Petrópolis - RJ;Jurídico;28/07/2015;Ativo;Mensalista;Sem Justa Causa; R$ 3.753,72 
24372;Feminino;32;Tempo Integral;Três Rios - RJ;Manutenção;03/08/2015;Ativo;Mensalista;Sem Justa Causa; R$ 7.655,83 
9436;Masculino;44;Tempo Integral;Macaé - RJ;Operacional;05/08/2015;Inativo;Mensalista;Pedido de Demissão; R$ 6.784,67 
5202;Masculino;68;Tempo Integral;Três Rios - RJ;Pesquisa;12/08/2015;Inativo;Mensalista;Sem Justa Causa; R$ 8.550,39 
8210;Masculino;38;Tempo Integral;Angra dos Reis - RJ;Pesquisa;12/08/2015;Inativo;Mensalista;Sem Justa Causa; R$ 7.498,21 
